idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
29,1994-09-12,Espírito Santo,24175,Ensino Superior,3,Solteiro(a),Marketing
25,1998-10-29,Amazonas,28192,Doutorado,3,Viúvo(a),Engenharia
31,1992-09-23,Amapá,10414,Ensino Superior,0,Solteiro(a),Educação
55,1969-02-19,Pará,18669,Ensino Superior,0,Solteiro(a),Tecnologia
48,1976-07-03,Bahia,18718,Pós-Graduação,0,Casado(a),Tecnologia
54,1970-06-12,Paraná,26778,Pós-Graduação,3,Solteiro(a),Saúde
34,1990-02-12,Piauí,5535,Ensino Fundamental,2,Divorciado(a),Saúde
54,1969-12-15,Paraíba,28410,Mestrado,1,Viúvo(a),Saúde
42,1981-12-27,Goiás,6623,Ensino Fundamental,2,Divorciado(a),Marketing
25,1999-02-23,Espírito Santo,24577,Ensino Fundamental,0,Viúvo(a),Saúde
19,2005-05-06,Amazonas,15352,Ensino Superior,2,Solteiro(a),Educação
26,1998-01-16,Rio Grande do Sul,20009,Ensino Fundamental,2,Viúvo(a),Tecnologia
46,1978-03-19,Alagoas,23318,Mestrado,1,Solteiro(a),Educação
20,2003-12-24,Distrito Federal,1796,Doutorado,2,Viúvo(a),Administração
27,1996-09-18,Rio Grande do Norte,10488,Ensino Fundamental,3,Divorciado(a),Educação
23,2001-06-14,Amazonas,28179,Ensino Superior,3,Viúvo(a),Administração
36,1987-12-19,Paraíba,1855,Ensino Médio,2,Casado(a),Tecnologia
36,1988-07-16,Ceará,9154,Ensino Fundamental,4,Viúvo(a),Engenharia
39,1985-05-06,Tocantins,26195,Doutorado,3,Viúvo(a),Tecnologia
30,1994-06-24,Goiás,12674,Ensino Médio,3,Divorciado(a),Saúde
29,1994-08-23,Tocantins,7748,Ensino Superior,0,Casado(a),Administração
36,1988-07-27,Distrito Federal,3815,Doutorado,2,Divorciado(a),Educação
60,1964-08-03,Tocantins,1897,Doutorado,4,Solteiro(a),Engenharia
46,1978-02-12,Rondônia,11544,Pós-Graduação,4,Casado(a),Administração
49,1975-04-08,Pará,27631,Pós-Graduação,3,Divorciado(a),Saúde
20,2004-02-19,Roraima,22473,Ensino Médio,2,Casado(a),Engenharia
38,1986-02-10,Mato Grosso do Sul,16778,Pós-Graduação,4,Divorciado(a),Marketing
49,1974-11-01,Piauí,23170,Ensino Médio,4,Casado(a),Administração
39,1985-05-01,Rio Grande do Sul,17435,Ensino Superior,2,Viúvo(a),Tecnologia
30,1993-12-19,Pará,3998,Ensino Médio,1,Solteiro(a),Tecnologia
29,1994-11-23,Pernambuco,4283,Ensino Fundamental,2,Casado(a),Engenharia
60,1963-09-03,Rondônia,19196,Ensino Médio,4,Casado(a),Administração
56,1968-07-01,Goiás,20209,Pós-Graduação,1,Divorciado(a),Administração
27,1997-06-12,Espírito Santo,4487,Ensino Médio,2,Solteiro(a),Marketing
33,1991-03-27,Piauí,21678,Ensino Superior,1,Divorciado(a),Marketing
22,2001-12-30,Rondônia,6582,Ensino Médio,4,Divorciado(a),Educação
21,2003-04-16,Amapá,20249,Ensino Médio,0,Viúvo(a),Marketing
53,1971-03-16,Rio Grande do Norte,26532,Doutorado,0,Solteiro(a),Educação
42,1981-09-04,Rio Grande do Norte,13255,Ensino Superior,0,Viúvo(a),Marketing
60,1964-08-04,Pernambuco,8974,Doutorado,3,Divorciado(a),Marketing
27,1997-03-29,Distrito Federal,18121,Mestrado,2,Casado(a),Marketing
26,1998-07-10,Bahia,3831,Ensino Médio,2,Viúvo(a),Engenharia
48,1975-12-31,Maranhão,22909,Ensino Superior,1,Divorciado(a),Tecnologia
21,2002-09-17,Paraná,22307,Doutorado,2,Casado(a),Administração
59,1965-04-21,Maranhão,15533,Ensino Fundamental,1,Viúvo(a),Administração
44,1979-09-28,Espírito Santo,2438,Ensino Fundamental,1,Casado(a),Engenharia
34,1990-02-09,Rio Grande do Sul,21505,Ensino Superior,2,Casado(a),Saúde
43,1981-06-03,Paraná,9084,Pós-Graduação,0,Viúvo(a),Tecnologia
59,1964-08-26,Ceará,18706,Ensino Médio,1,Casado(a),Educação
23,2000-09-30,Alagoas,11263,Ensino Superior,2,Viúvo(a),Saúde
25,1998-09-25,Paraná,17953,Pós-Graduação,3,Solteiro(a),Engenharia
33,1991-04-07,Minas Gerais,9941,Pós-Graduação,1,Casado(a),Marketing
46,1978-05-22,Maranhão,13377,Doutorado,2,Divorciado(a),Tecnologia
32,1992-06-26,Roraima,4128,Ensino Fundamental,4,Solteiro(a),Tecnologia
20,2003-11-11,Distrito Federal,18857,Mestrado,3,Viúvo(a),Tecnologia
25,1999-01-21,Maranhão,7640,Ensino Médio,1,Divorciado(a),Saúde
39,1984-11-15,Paraná,27394,Pós-Graduação,2,Casado(a),Educação
23,2001-06-30,Maranhão,7410,Pós-Graduação,2,Viúvo(a),Engenharia
54,1970-07-03,Alagoas,12293,Mestrado,0,Divorciado(a),Saúde
20,2004-05-18,Mato Grosso do Sul,9295,Doutorado,4,Casado(a),Tecnologia
23,2001-08-03,São Paulo,25859,Ensino Superior,3,Viúvo(a),Administração
53,1971-04-14,Tocantins,29453,Ensino Superior,4,Divorciado(a),Administração
30,1994-07-29,Amapá,6408,Mestrado,4,Divorciado(a),Tecnologia
28,1996-08-21,Rio de Janeiro,21129,Mestrado,2,Casado(a),Administração
56,1968-04-13,Paraíba,2835,Ensino Médio,2,Viúvo(a),Educação
60,1964-06-16,Roraima,26460,Ensino Fundamental,4,Divorciado(a),Marketing
55,1968-10-31,Rio Grande do Sul,11573,Ensino Médio,2,Divorciado(a),Administração
29,1995-02-24,Santa Catarina,16689,Ensino Fundamental,2,Divorciado(a),Tecnologia
37,1986-09-29,Paraná,26914,Ensino Fundamental,2,Casado(a),Marketing
22,2001-11-22,Rio de Janeiro,3266,Ensino Fundamental,0,Solteiro(a),Engenharia
37,1986-11-17,Paraíba,13958,Mestrado,1,Divorciado(a),Marketing
53,1970-11-25,Maranhão,5815,Pós-Graduação,0,Viúvo(a),Saúde
18,2005-10-16,Amapá,2465,Doutorado,1,Solteiro(a),Tecnologia
40,1983-08-27,Rio de Janeiro,13274,Mestrado,2,Divorciado(a),Tecnologia
21,2003-06-27,São Paulo,18043,Mestrado,3,Divorciado(a),Saúde
42,1981-11-04,Rio Grande do Sul,25478,Ensino Médio,0,Solteiro(a),Administração
56,1967-12-08,Pernambuco,27971,Ensino Fundamental,2,Divorciado(a),Tecnologia
46,1978-01-18,Alagoas,23379,Ensino Superior,4,Casado(a),Educação
33,1991-01-07,Espírito Santo,8025,Pós-Graduação,2,Casado(a),Educação
42,1982-03-01,Paraná,17119,Pós-Graduação,0,Solteiro(a),Marketing
23,2001-08-20,Piauí,5433,Ensino Superior,0,Solteiro(a),Tecnologia
45,1978-10-13,Maranhão,24297,Ensino Fundamental,3,Casado(a),Tecnologia
21,2002-10-02,Amazonas,10288,Pós-Graduação,3,Viúvo(a),Educação
49,1975-05-11,Paraná,25528,Ensino Médio,0,Solteiro(a),Engenharia
34,1989-12-03,Maranhão,26825,Pós-Graduação,4,Solteiro(a),Engenharia
30,1993-10-08,Amazonas,28664,Doutorado,0,Solteiro(a),Administração
46,1978-08-15,Tocantins,7625,Pós-Graduação,3,Solteiro(a),Saúde
22,2002-01-12,Maranhão,21959,Mestrado,3,Divorciado(a),Engenharia
45,1978-12-21,Piauí,25544,Doutorado,2,Viúvo(a),Engenharia
51,1973-04-20,Rio Grande do Norte,16032,Ensino Médio,3,Divorciado(a),Marketing
47,1977-05-24,Santa Catarina,26421,Ensino Superior,3,Casado(a),Educação
28,1996-01-28,Rio de Janeiro,7829,Pós-Graduação,3,Solteiro(a),Engenharia
31,1992-12-15,Amapá,12384,Ensino Superior,4,Casado(a),Tecnologia
33,1991-02-13,Mato Grosso do Sul,9258,Ensino Fundamental,2,Divorciado(a),Engenharia
49,1975-04-23,Pará,17806,Ensino Superior,1,Divorciado(a),Administração
32,1991-10-30,Rio Grande do Sul,7910,Ensino Superior,3,Solteiro(a),Tecnologia
22,2001-10-17,Bahia,29146,Pós-Graduação,4,Divorciado(a),Tecnologia
55,1969-01-07,Rio de Janeiro,10129,Ensino Superior,0,Casado(a),Tecnologia
55,1969-04-26,Amapá,28095,Pós-Graduação,4,Casado(a),Tecnologia
57,1967-03-13,Mato Grosso do Sul,10925,Mestrado,2,Casado(a),Tecnologia
39,1985-04-05,Tocantins,25398,Ensino Fundamental,1,Casado(a),Marketing
53,1971-08-13,Mato Grosso do Sul,18237,Doutorado,1,Casado(a),Engenharia
23,2001-07-26,Espírito Santo,13851,Ensino Superior,2,Solteiro(a),Engenharia
18,2005-09-29,Bahia,9500,Ensino Fundamental,1,Viúvo(a),Engenharia
41,1983-08-15,Ceará,11400,Ensino Superior,2,Divorciado(a),Saúde
44,1979-08-27,Rio de Janeiro,13258,Mestrado,0,Casado(a),Administração
18,2005-11-15,Pará,6392,Doutorado,1,Viúvo(a),Marketing
57,1967-06-28,Paraíba,5018,Pós-Graduação,3,Viúvo(a),Tecnologia
37,1986-12-15,Maranhão,25586,Pós-Graduação,1,Viúvo(a),Administração
47,1977-06-05,Maranhão,26525,Mestrado,4,Viúvo(a),Saúde
25,1998-10-24,Pará,10080,Pós-Graduação,1,Solteiro(a),Educação
57,1967-07-21,Rondônia,21333,Ensino Médio,0,Casado(a),Saúde
41,1983-07-18,Espírito Santo,10666,Ensino Médio,2,Casado(a),Educação
40,1984-01-31,Paraná,6832,Ensino Superior,1,Viúvo(a),Administração
37,1986-09-26,Paraná,22356,Ensino Médio,3,Casado(a),Tecnologia
24,2000-06-28,Espírito Santo,21721,Doutorado,2,Divorciado(a),Marketing
50,1973-10-20,Alagoas,20842,Ensino Superior,3,Solteiro(a),Engenharia
58,1965-10-13,Rondônia,24782,Doutorado,1,Solteiro(a),Educação
54,1969-10-28,Rio Grande do Sul,23929,Ensino Fundamental,2,Casado(a),Engenharia
18,2005-08-28,Minas Gerais,8362,Ensino Superior,4,Divorciado(a),Engenharia
42,1981-09-09,Ceará,4308,Mestrado,2,Solteiro(a),Administração
39,1984-09-10,Minas Gerais,23524,Pós-Graduação,0,Divorciado(a),Saúde
47,1977-04-19,Distrito Federal,13447,Mestrado,1,Solteiro(a),Administração
40,1984-03-27,Rondônia,28186,Ensino Fundamental,0,Viúvo(a),Engenharia
53,1971-02-17,Rio Grande do Norte,18305,Ensino Médio,2,Casado(a),Marketing
31,1993-08-16,Alagoas,2630,Mestrado,1,Solteiro(a),Tecnologia
42,1982-06-28,Piauí,1847,Ensino Médio,0,Viúvo(a),Administração
44,1980-07-24,Paraíba,2938,Ensino Fundamental,4,Casado(a),Administração
42,1981-10-29,Espírito Santo,28565,Ensino Superior,2,Viúvo(a),Tecnologia
35,1989-04-19,Maranhão,22183,Ensino Superior,3,Solteiro(a),Saúde
23,2001-08-12,Paraíba,29237,Pós-Graduação,3,Solteiro(a),Educação
18,2006-03-11,Roraima,4991,Ensino Superior,3,Solteiro(a),Marketing
54,1970-02-05,Santa Catarina,19131,Ensino Médio,2,Viúvo(a),Marketing
25,1999-07-18,Pernambuco,26413,Ensino Superior,3,Viúvo(a),Marketing
47,1976-12-30,Mato Grosso do Sul,24215,Ensino Médio,3,Viúvo(a),Tecnologia
60,1963-10-12,Rio Grande do Norte,20959,Ensino Fundamental,2,Solteiro(a),Saúde
49,1975-03-05,Mato Grosso do Sul,15066,Ensino Médio,0,Casado(a),Educação
24,2000-04-24,Acre,27762,Ensino Médio,0,Viúvo(a),Engenharia
21,2002-12-24,Sergipe,1878,Ensino Superior,4,Solteiro(a),Administração
50,1974-03-15,Mato Grosso do Sul,7358,Ensino Fundamental,2,Divorciado(a),Tecnologia
44,1979-12-03,Amazonas,23526,Doutorado,2,Divorciado(a),Marketing
40,1983-09-21,Paraíba,19640,Doutorado,2,Viúvo(a),Educação
28,1996-04-04,Goiás,19731,Ensino Médio,2,Viúvo(a),Administração
24,2000-03-11,Espírito Santo,29691,Doutorado,1,Casado(a),Marketing
38,1986-07-24,Piauí,19126,Ensino Fundamental,4,Divorciado(a),Engenharia
23,2001-01-06,Maranhão,28469,Ensino Fundamental,1,Divorciado(a),Marketing
54,1970-01-02,Espírito Santo,18180,Ensino Superior,3,Solteiro(a),Educação
29,1995-06-14,Mato Grosso,21604,Doutorado,2,Divorciado(a),Saúde
31,1993-08-11,Acre,3284,Mestrado,4,Viúvo(a),Administração
32,1992-03-09,Bahia,3838,Doutorado,0,Casado(a),Engenharia
36,1988-07-05,Roraima,16722,Ensino Fundamental,1,Divorciado(a),Educação
24,2000-06-17,São Paulo,28329,Pós-Graduação,4,Viúvo(a),Tecnologia
52,1972-08-01,Piauí,14079,Pós-Graduação,1,Viúvo(a),Marketing
60,1963-11-10,Sergipe,8576,Ensino Fundamental,0,Divorciado(a),Educação
48,1975-11-11,Minas Gerais,18922,Ensino Superior,3,Divorciado(a),Tecnologia
41,1983-07-08,Paraíba,26036,Ensino Superior,4,Solteiro(a),Educação
34,1989-12-03,Maranhão,4534,Mestrado,0,Divorciado(a),Engenharia
32,1991-11-03,Goiás,9498,Ensino Médio,0,Divorciado(a),Educação
38,1985-10-22,Minas Gerais,20044,Ensino Superior,4,Casado(a),Engenharia
56,1968-02-17,Santa Catarina,26219,Ensino Superior,3,Divorciado(a),Engenharia
46,1977-10-12,Sergipe,3254,Ensino Médio,2,Viúvo(a),Engenharia
39,1985-03-08,Goiás,20425,Ensino Superior,3,Divorciado(a),Administração
56,1968-07-23,Roraima,16932,Ensino Superior,2,Solteiro(a),Administração
23,2001-02-09,Mato Grosso do Sul,7085,Doutorado,3,Solteiro(a),Tecnologia
22,2002-01-19,Rio Grande do Norte,25123,Mestrado,3,Casado(a),Saúde
60,1964-01-09,Rondônia,20655,Pós-Graduação,3,Casado(a),Educação
30,1994-03-05,Alagoas,15735,Ensino Fundamental,3,Divorciado(a),Engenharia
38,1986-06-28,Tocantins,7858,Doutorado,3,Solteiro(a),Administração
21,2003-05-08,Pernambuco,17437,Pós-Graduação,3,Casado(a),Educação
38,1986-01-27,Bahia,1856,Mestrado,3,Solteiro(a),Saúde
26,1998-01-04,Paraíba,14280,Ensino Médio,2,Casado(a),Saúde
46,1978-08-03,Rio de Janeiro,26222,Pós-Graduação,2,Casado(a),Tecnologia
52,1972-02-19,Minas Gerais,22754,Pós-Graduação,0,Casado(a),Educação
22,2002-05-05,Rio Grande do Sul,19195,Mestrado,4,Casado(a),Tecnologia
51,1973-08-07,Roraima,20342,Doutorado,0,Solteiro(a),Engenharia
29,1994-10-30,Paraíba,17259,Ensino Fundamental,1,Solteiro(a),Educação
38,1985-08-27,Ceará,27396,Ensino Médio,4,Casado(a),Educação
21,2003-05-11,Goiás,3407,Ensino Médio,0,Casado(a),Marketing
44,1979-12-14,Amazonas,7659,Ensino Superior,2,Viúvo(a),Saúde
26,1997-12-06,Piauí,18847,Ensino Fundamental,3,Divorciado(a),Engenharia
46,1978-04-20,Bahia,11246,Doutorado,4,Solteiro(a),Marketing
56,1968-08-09,Mato Grosso,14686,Ensino Fundamental,1,Divorciado(a),Educação
44,1980-02-12,Ceará,3374,Ensino Médio,0,Viúvo(a),Engenharia
31,1993-04-28,Pará,12209,Ensino Médio,0,Viúvo(a),Saúde
41,1982-11-25,Santa Catarina,6468,Ensino Médio,1,Viúvo(a),Tecnologia
36,1988-05-17,Bahia,10098,Mestrado,3,Solteiro(a),Engenharia
19,2005-03-04,Paraná,17167,Pós-Graduação,3,Solteiro(a),Saúde
51,1973-05-02,Rio Grande do Norte,25776,Doutorado,4,Viúvo(a),Engenharia
48,1976-05-10,Distrito Federal,3221,Pós-Graduação,2,Casado(a),Educação
38,1986-05-05,Pará,26961,Ensino Fundamental,2,Viúvo(a),Engenharia
38,1985-11-18,Amazonas,11241,Ensino Fundamental,1,Solteiro(a),Marketing
34,1989-12-16,Espírito Santo,27675,Ensino Superior,4,Divorciado(a),Administração
41,1982-08-30,Rio Grande do Norte,27297,Mestrado,0,Divorciado(a),Administração
22,2001-12-30,Ceará,20322,Ensino Médio,4,Divorciado(a),Educação
49,1975-06-17,Espírito Santo,17011,Ensino Médio,2,Solteiro(a),Tecnologia
43,1981-07-20,Maranhão,15592,Ensino Médio,3,Casado(a),Marketing
33,1991-07-07,São Paulo,19925,Ensino Superior,3,Solteiro(a),Engenharia
60,1964-08-17,Mato Grosso,3852,Ensino Superior,4,Casado(a),Engenharia
22,2002-06-23,Pernambuco,23747,Pós-Graduação,1,Casado(a),Educação
50,1974-04-21,Distrito Federal,8271,Doutorado,2,Viúvo(a),Saúde
36,1988-07-21,Distrito Federal,14295,Ensino Médio,0,Divorciado(a),Marketing
43,1981-06-25,Amazonas,6540,Doutorado,2,Divorciado(a),Saúde
32,1992-07-30,Pará,7712,Pós-Graduação,3,Casado(a),Educação
35,1989-06-06,Pernambuco,10235,Ensino Médio,2,Casado(a),Saúde
56,1968-03-19,Santa Catarina,12926,Mestrado,1,Viúvo(a),Tecnologia
44,1979-10-20,Pernambuco,4267,Ensino Fundamental,0,Casado(a),Engenharia
42,1982-05-16,Amapá,16775,Pós-Graduação,1,Solteiro(a),Saúde
37,1986-11-23,Rio Grande do Sul,29069,Mestrado,0,Divorciado(a),Marketing
20,2004-04-02,Goiás,29706,Mestrado,1,Divorciado(a),Marketing
51,1973-01-21,Rio Grande do Sul,22777,Mestrado,2,Solteiro(a),Educação
26,1997-10-15,Bahia,5720,Pós-Graduação,4,Casado(a),Engenharia
39,1984-12-22,Minas Gerais,18683,Mestrado,2,Divorciado(a),Engenharia
55,1969-05-10,Ceará,27633,Doutorado,1,Divorciado(a),Engenharia
51,1973-05-22,Mato Grosso do Sul,24094,Ensino Superior,3,Divorciado(a),Tecnologia
60,1964-01-20,Amapá,7466,Pós-Graduação,4,Solteiro(a),Educação
39,1984-11-17,Sergipe,22380,Ensino Superior,3,Viúvo(a),Marketing
51,1973-08-15,Paraná,25778,Doutorado,1,Casado(a),Marketing
25,1998-12-17,Sergipe,24518,Ensino Superior,0,Divorciado(a),Educação
34,1989-10-30,Maranhão,26517,Ensino Médio,1,Viúvo(a),Marketing
24,2000-05-08,Rondônia,17030,Pós-Graduação,3,Casado(a),Tecnologia
19,2004-08-25,Roraima,26614,Pós-Graduação,4,Divorciado(a),Saúde
47,1976-09-02,Mato Grosso,4576,Mestrado,3,Viúvo(a),Marketing
26,1998-05-04,Amapá,9386,Doutorado,1,Divorciado(a),Engenharia
57,1966-10-04,Amazonas,18978,Ensino Superior,2,Divorciado(a),Educação
57,1967-04-25,Rio Grande do Norte,21902,Ensino Fundamental,4,Casado(a),Educação
45,1979-07-13,Bahia,12436,Mestrado,4,Viúvo(a),Tecnologia
42,1982-05-09,Rio de Janeiro,14702,Doutorado,0,Solteiro(a),Administração
18,2006-04-13,Pernambuco,9585,Ensino Superior,4,Viúvo(a),Engenharia
43,1980-11-23,Maranhão,10046,Ensino Superior,4,Casado(a),Tecnologia
32,1991-12-28,Alagoas,3417,Doutorado,4,Viúvo(a),Marketing
20,2003-12-21,Amapá,11088,Mestrado,4,Viúvo(a),Saúde
27,1997-07-29,Distrito Federal,6967,Ensino Superior,2,Divorciado(a),Administração
51,1973-08-04,Rio de Janeiro,9592,Ensino Médio,2,Solteiro(a),Engenharia
55,1969-04-11,Pará,14355,Ensino Fundamental,1,Casado(a),Tecnologia
56,1967-10-09,Espírito Santo,27399,Pós-Graduação,4,Solteiro(a),Administração
56,1967-12-07,Paraná,12786,Doutorado,0,Viúvo(a),Saúde
58,1965-11-01,Amazonas,27050,Mestrado,4,Divorciado(a),Administração
30,1993-10-29,Ceará,6333,Ensino Fundamental,3,Viúvo(a),Educação
21,2003-02-22,Paraíba,14046,Pós-Graduação,2,Divorciado(a),Engenharia
35,1988-12-12,Rondônia,3434,Ensino Fundamental,3,Divorciado(a),Administração
28,1996-07-30,Rio Grande do Norte,14519,Ensino Superior,3,Divorciado(a),Engenharia
35,1988-12-27,Acre,29386,Doutorado,3,Casado(a),Marketing
52,1971-09-04,Roraima,21506,Mestrado,1,Viúvo(a),Engenharia
35,1988-12-16,Pará,5072,Pós-Graduação,0,Viúvo(a),Administração
26,1998-06-08,Rio Grande do Norte,20417,Mestrado,4,Divorciado(a),Administração
49,1974-11-24,Roraima,29086,Ensino Superior,2,Divorciado(a),Administração
51,1972-12-07,Maranhão,16680,Ensino Fundamental,2,Viúvo(a),Saúde
21,2003-07-02,Amapá,28812,Pós-Graduação,4,Divorciado(a),Tecnologia
48,1976-01-20,Rondônia,7965,Ensino Superior,4,Casado(a),Tecnologia
20,2004-01-22,Sergipe,9601,Mestrado,0,Casado(a),Administração
41,1982-10-31,Ceará,17224,Ensino Fundamental,4,Viúvo(a),Administração
49,1974-12-31,Paraná,3098,Doutorado,3,Divorciado(a),Administração
46,1977-08-23,Tocantins,16356,Ensino Superior,1,Divorciado(a),Tecnologia
47,1977-06-19,Ceará,11926,Mestrado,1,Divorciado(a),Engenharia
50,1973-10-07,São Paulo,13269,Pós-Graduação,3,Viúvo(a),Administração
31,1993-02-16,Maranhão,19583,Ensino Superior,1,Solteiro(a),Administração
18,2006-04-19,Amazonas,25097,Pós-Graduação,4,Casado(a),Marketing
20,2003-11-09,Pernambuco,9650,Ensino Fundamental,1,Viúvo(a),Saúde
45,1979-04-09,Bahia,19781,Ensino Médio,0,Viúvo(a),Engenharia
29,1995-01-31,Piauí,20622,Pós-Graduação,1,Solteiro(a),Educação
18,2006-03-01,Ceará,11088,Ensino Superior,1,Casado(a),Educação
36,1988-01-29,São Paulo,7222,Doutorado,1,Solteiro(a),Educação
36,1988-05-21,Amapá,29604,Doutorado,0,Viúvo(a),Saúde
36,1988-01-12,Mato Grosso,20562,Ensino Superior,2,Casado(a),Educação
32,1992-08-09,Rondônia,11386,Ensino Fundamental,4,Divorciado(a),Engenharia
57,1967-07-07,Goiás,15378,Ensino Fundamental,0,Divorciado(a),Engenharia
34,1989-10-20,Pará,22337,Pós-Graduação,0,Solteiro(a),Engenharia
19,2005-07-19,Bahia,9729,Ensino Fundamental,0,Solteiro(a),Engenharia
19,2005-01-19,Mato Grosso,14972,Pós-Graduação,4,Viúvo(a),Engenharia
60,1964-07-13,Espírito Santo,26813,Pós-Graduação,3,Solteiro(a),Administração
23,2000-12-20,Amazonas,14732,Doutorado,1,Solteiro(a),Marketing
52,1971-09-23,Mato Grosso do Sul,29871,Mestrado,3,Viúvo(a),Administração
57,1967-01-03,Rio de Janeiro,20548,Ensino Fundamental,4,Casado(a),Administração
53,1970-09-23,Amazonas,24698,Ensino Médio,4,Casado(a),Saúde
34,1990-08-15,Amapá,7841,Ensino Médio,3,Casado(a),Engenharia
34,1989-09-17,São Paulo,29524,Ensino Fundamental,4,Solteiro(a),Engenharia
43,1980-12-19,Rondônia,14914,Ensino Médio,3,Viúvo(a),Engenharia
19,2004-10-23,Tocantins,1517,Mestrado,2,Solteiro(a),Administração
51,1973-06-18,Pernambuco,27487,Ensino Médio,0,Divorciado(a),Engenharia
37,1987-05-11,Rio de Janeiro,10506,Ensino Superior,3,Viúvo(a),Saúde
19,2004-10-21,Rio Grande do Norte,17086,Ensino Fundamental,1,Divorciado(a),Saúde
27,1997-01-17,Pernambuco,10090,Ensino Fundamental,2,Viúvo(a),Engenharia
27,1997-06-21,Roraima,24159,Doutorado,2,Divorciado(a),Engenharia
37,1987-08-11,Rondônia,24164,Ensino Fundamental,3,Viúvo(a),Tecnologia
30,1994-07-20,Santa Catarina,18718,Ensino Médio,4,Casado(a),Tecnologia
51,1973-01-23,Pará,8905,Ensino Fundamental,0,Divorciado(a),Engenharia
53,1971-04-10,Pernambuco,2561,Ensino Fundamental,4,Solteiro(a),Tecnologia
56,1967-12-22,Espírito Santo,19940,Pós-Graduação,1,Solteiro(a),Marketing
41,1983-08-19,Rondônia,11680,Ensino Médio,2,Viúvo(a),Tecnologia
59,1965-03-20,São Paulo,28302,Ensino Superior,1,Divorciado(a),Engenharia
52,1971-08-25,Mato Grosso do Sul,10958,Ensino Médio,0,Divorciado(a),Marketing
49,1975-02-27,Maranhão,26233,Ensino Superior,4,Viúvo(a),Administração
30,1993-09-08,Paraná,10757,Ensino Fundamental,1,Casado(a),Administração
35,1989-05-17,Paraná,14262,Doutorado,3,Solteiro(a),Saúde
44,1979-09-01,São Paulo,24779,Ensino Superior,1,Divorciado(a),Administração
48,1976-03-26,Pernambuco,10439,Ensino Superior,3,Viúvo(a),Engenharia
22,2002-07-15,Alagoas,21959,Ensino Médio,3,Solteiro(a),Marketing
60,1964-06-08,Rio de Janeiro,25368,Pós-Graduação,0,Divorciado(a),Administração
42,1981-10-10,Mato Grosso do Sul,17277,Ensino Médio,0,Viúvo(a),Educação
25,1998-12-30,Distrito Federal,25916,Ensino Superior,0,Solteiro(a),Saúde
46,1978-02-15,Amazonas,28077,Ensino Médio,4,Divorciado(a),Tecnologia
27,1997-08-01,Maranhão,7461,Mestrado,0,Divorciado(a),Educação
59,1965-04-04,Alagoas,10933,Ensino Médio,2,Casado(a),Administração
43,1981-08-12,Maranhão,25603,Mestrado,4,Casado(a),Engenharia
31,1993-02-26,Minas Gerais,27104,Doutorado,4,Solteiro(a),Marketing
31,1993-08-18,Paraná,16108,Ensino Médio,0,Divorciado(a),Saúde
41,1983-07-25,Espírito Santo,16048,Doutorado,1,Solteiro(a),Marketing
34,1989-12-06,Alagoas,9130,Ensino Médio,1,Casado(a),Educação
30,1994-02-03,Tocantins,21286,Mestrado,4,Viúvo(a),Tecnologia
22,2002-02-24,Sergipe,23566,Pós-Graduação,3,Divorciado(a),Marketing
44,1979-10-07,Alagoas,24738,Ensino Superior,2,Solteiro(a),Educação
35,1989-04-29,Piauí,28863,Mestrado,4,Casado(a),Tecnologia
29,1994-12-06,Espírito Santo,16336,Pós-Graduação,3,Solteiro(a),Marketing
39,1984-10-07,Rio de Janeiro,22520,Pós-Graduação,1,Divorciado(a),Administração
40,1984-05-15,Pará,23343,Ensino Fundamental,3,Divorciado(a),Saúde
19,2005-06-06,Paraná,14901,Ensino Fundamental,1,Divorciado(a),Engenharia
54,1969-09-14,Piauí,17978,Ensino Superior,1,Solteiro(a),Tecnologia
22,2001-10-28,Espírito Santo,20340,Mestrado,1,Viúvo(a),Tecnologia
23,2001-02-16,Rio Grande do Norte,5256,Ensino Médio,0,Divorciado(a),Engenharia
43,1981-02-24,Tocantins,21129,Doutorado,2,Viúvo(a),Administração
33,1990-12-05,Alagoas,24446,Ensino Médio,0,Solteiro(a),Marketing
60,1964-02-20,Santa Catarina,1611,Ensino Superior,4,Divorciado(a),Tecnologia
51,1973-05-21,Tocantins,29896,Ensino Médio,4,Divorciado(a),Saúde
37,1986-12-15,Rio de Janeiro,15927,Ensino Fundamental,1,Divorciado(a),Marketing
55,1969-03-13,Alagoas,29604,Ensino Médio,3,Divorciado(a),Tecnologia
57,1966-12-19,Roraima,7999,Doutorado,4,Viúvo(a),Saúde
48,1976-06-29,Rio Grande do Sul,23682,Ensino Médio,3,Solteiro(a),Educação
27,1996-09-24,Santa Catarina,27416,Mestrado,4,Solteiro(a),Engenharia
34,1989-12-10,Mato Grosso,1590,Ensino Fundamental,0,Divorciado(a),Tecnologia
37,1986-11-06,Acre,10988,Mestrado,0,Divorciado(a),Tecnologia
21,2003-08-16,Piauí,25743,Pós-Graduação,2,Viúvo(a),Tecnologia
51,1972-10-04,Tocantins,7752,Ensino Médio,3,Solteiro(a),Saúde
33,1991-03-29,Rio Grande do Sul,6842,Ensino Médio,0,Casado(a),Saúde
50,1973-10-25,Sergipe,6256,Mestrado,0,Solteiro(a),Administração
47,1976-09-28,Rio Grande do Norte,12329,Ensino Fundamental,3,Viúvo(a),Educação
28,1996-05-18,São Paulo,20244,Doutorado,4,Solteiro(a),Educação
